#{"t_start": 1656180726.3892188, "env_id": "PandaReachDepthDense-v1"}
r,l,t
-5.319874,50,11.977575
-9.080138,50,20.003544
-9.401131,50,27.952902
-5.195868,50,35.75718
-38.393193,50,50.485515
-34.892439,50,58.172002
-17.623678,50,72.140638
-10.556549,50,79.88479
-12.884845,50,95.019424
-15.303453,50,102.584821
-40.627728,50,117.878945
-35.396275,50,125.658406
-30.006224,50,140.353241
-30.241557,50,147.302408
-21.523714,50,161.973568
-9.892949,50,170.173185
-52.404726,50,185.110271
-50.599074,50,192.853775
-35.315139,50,208.240648
-36.998146,50,215.869473
-21.282607,50,223.134287
-16.728014,50,230.475747
-39.053196,50,245.704331
-29.129737,50,254.04642
-15.073567,50,269.135136
-20.109343,50,277.031744
-26.462025,50,292.164158
-26.061977,50,299.377052
-24.375178,50,313.607114
-29.471724,50,321.011249
-23.314821,50,336.404939
-20.706891,50,344.689782
-16.646674,50,360.559664
-21.530304,50,368.539742
-26.536372,50,382.507797
-27.341602,50,390.001673
