#{"t_start": 1656803717.3369834, "env_id": "PandaReachDepth-v1"}
r,l,t
-50.0,50,0.569062
-50.0,50,0.83713
-50.0,50,1.069435
-50.0,50,1.303073
-50.0,50,1.542849
-46.0,50,1.766754
-50.0,50,1.997322
-50.0,50,2.241156
-50.0,50,2.479646
-50.0,50,2.725623
-50.0,50,3.054955
-50.0,50,3.431781
-50.0,50,3.775517
-50.0,50,4.160871
-44.0,50,4.534553
-50.0,50,4.905946
-50.0,50,5.307724
-50.0,50,5.670753
-50.0,50,6.049391
-49.0,50,6.452576
-50.0,50,6.763284
-50.0,50,7.016175
-49.0,50,7.248361
-50.0,50,7.501233
-50.0,50,7.733986
-50.0,50,7.98672
-50.0,50,8.224782
-49.0,50,8.502949
-50.0,50,8.80159
-50.0,50,9.158005
-50.0,50,9.502031
-50.0,50,9.752061
-50.0,50,10.012857
-50.0,50,10.277251
-50.0,50,10.537902
-50.0,50,10.787493
-50.0,50,11.046799
-50.0,50,11.39112
-50.0,50,11.782615
-50.0,50,12.139029
-50.0,50,12.541464
-50.0,50,12.853037
-50.0,50,13.128094
-50.0,50,13.396976
-50.0,50,13.690105
-50.0,50,14.014142
-50.0,50,14.455044
-50.0,50,14.787586
-50.0,50,15.096027
-50.0,50,15.461359
-48.0,50,15.720582
-50.0,50,16.043696
-50.0,50,16.403473
-47.0,50,16.805513
-49.0,50,17.196572
-50.0,50,17.613635
-50.0,50,17.965029
-50.0,50,18.305853
-50.0,50,18.630368
-50.0,50,18.944345
-50.0,50,19.226433
-50.0,50,19.477177
-50.0,50,19.827556
-48.0,50,20.13316
-50.0,50,20.405591
-48.0,50,20.660927
-50.0,50,20.926904
-50.0,50,21.17526
-48.0,50,21.419562
-50.0,50,21.652087
-50.0,50,21.915104
-50.0,50,22.187026
-50.0,50,22.421309
-49.0,50,22.662093
-50.0,50,22.929419
-50.0,50,23.174621
-50.0,50,23.499769
-48.0,50,23.802811
-50.0,50,24.038314
-50.0,50,24.273137
-50.0,50,24.529801
-50.0,50,24.774917
-49.0,50,25.040727
-50.0,50,25.33302
-50.0,50,25.585971
-50.0,50,25.84485
-47.0,50,26.119847
-50.0,50,26.477885
-50.0,50,26.856514
-50.0,50,27.2386
-50.0,50,27.636454
-50.0,50,28.01622
-49.0,50,28.358644
-50.0,50,28.716951
-50.0,50,28.985792
-50.0,50,29.252464
-50.0,50,29.492009
-50.0,50,29.842464
-50.0,50,30.086708
-50.0,50,30.359639
-50.0,50,30.612726
-50.0,50,30.854611
-50.0,50,31.101287
-50.0,50,31.398446
-50.0,50,31.717172
-50.0,50,32.041296
-50.0,50,32.394911
-50.0,50,32.85038
-50.0,50,33.146153
-50.0,50,33.386936
-50.0,50,33.649911
-48.0,50,33.928217
-50.0,50,34.173266
-50.0,50,34.406458
-50.0,50,34.666396
-50.0,50,35.002421
-50.0,50,35.248109
-50.0,50,35.482082
-50.0,50,35.711216
-50.0,50,35.925022
-50.0,50,36.149184
-50.0,50,36.389922
-50.0,50,36.628316
-50.0,50,36.901678
-50.0,50,37.253594
-50.0,50,37.601554
-50.0,50,37.914362
-50.0,50,38.292327
-50.0,50,38.596222
-50.0,50,38.873104
-50.0,50,39.113737
-50.0,50,39.341779
-50.0,50,39.580031
-50.0,50,39.789665
-50.0,50,40.214704
-50.0,50,40.668473
-50.0,50,40.997517
-50.0,50,41.32373
-50.0,50,41.657734
-50.0,50,41.973078
-49.0,50,42.231039
-50.0,50,42.472413
-50.0,50,42.78263
-50.0,50,43.210467
-47.0,50,43.522573
-50.0,50,43.815065
-50.0,50,44.151398
-50.0,50,44.436167
-50.0,50,44.678269
-50.0,50,44.910487
-50.0,50,45.156362
-50.0,50,45.385179
-50.0,50,45.623024
-50.0,50,45.985949
-50.0,50,46.496044
-50.0,50,46.752788
-50.0,50,46.991233
-50.0,50,47.217334
-50.0,50,47.435594
-50.0,50,47.68755
-44.0,50,47.924263
-50.0,50,48.156833
-49.0,50,48.38404
-47.0,50,48.628175
-50.0,50,48.877964
-50.0,50,49.121135
-50.0,50,49.353729
-50.0,50,49.605546
-50.0,50,49.835502
-50.0,50,50.051305
-50.0,50,50.364003
-50.0,50,50.732887
-50.0,50,51.037453
-50.0,50,51.345424
-50.0,50,51.646955
-50.0,50,51.886804
-50.0,50,52.112727
-50.0,50,52.357013
-50.0,50,52.617636
-50.0,50,52.871177
-50.0,50,53.129403
-50.0,50,53.399488
-50.0,50,53.659483
-50.0,50,53.9185
-42.0,50,54.157754
-50.0,50,54.398387
-50.0,50,54.625446
-50.0,50,54.874513
-50.0,50,55.14784
-50.0,50,55.361269
-50.0,50,55.583424
-50.0,50,55.810735
-50.0,50,56.072319
-50.0,50,56.318922
-50.0,50,56.59702
-50.0,50,56.870742
-50.0,50,57.171814
-50.0,50,57.522778
-50.0,50,58.097135
-50.0,50,58.616892
-50.0,50,59.048656
-45.0,50,59.497661
-50.0,50,59.887081
-50.0,50,60.178365
-50.0,50,60.419477
-50.0,50,60.682837
-50.0,50,60.923534
-50.0,50,61.160601
-50.0,50,61.394957
-50.0,50,61.647655
-50.0,50,61.886042
-50.0,50,62.121567
-48.0,50,62.372634
-50.0,50,62.62705
-50.0,50,62.855703
-49.0,50,63.087105
-50.0,50,63.33285
-50.0,50,63.582008
-50.0,50,63.838231
-50.0,50,64.06713
-48.0,50,64.29694
-50.0,50,64.611301
-45.0,50,64.947985
-50.0,50,65.270965
-50.0,50,65.614872
-50.0,50,65.955953
-50.0,50,66.22938
-50.0,50,66.499481
-42.0,50,66.843867
-50.0,50,67.233667
-46.0,50,67.582103
-50.0,50,67.942764
-50.0,50,68.291772
-50.0,50,68.576259
-50.0,50,68.92909
-50.0,50,69.279174
-50.0,50,69.612159
-50.0,50,69.960861
-50.0,50,70.339721
-50.0,50,70.665178
-50.0,50,71.005584
-50.0,50,71.336539
-50.0,50,71.726121
-50.0,50,71.998508
-49.0,50,72.219869
-50.0,50,72.431452
-45.0,50,72.652439
-50.0,50,72.87869
-50.0,50,73.121753
-50.0,50,73.394748
-50.0,50,73.630188
-50.0,50,73.884636
-50.0,50,74.104799
-50.0,50,74.335042
-48.0,50,74.582998
-50.0,50,74.816703
-50.0,50,75.042755
-50.0,50,75.337143
-47.0,50,75.563964
-50.0,50,75.805667
-50.0,50,76.053761
-50.0,50,76.280031
-50.0,50,76.528593
-50.0,50,76.83601
-49.0,50,77.193092
-50.0,50,77.512097
-50.0,50,77.818876
-50.0,50,78.048461
-50.0,50,78.297799
-50.0,50,78.527695
-50.0,50,78.77301
-50.0,50,78.997586
-50.0,50,79.24455
-50.0,50,79.456079
-50.0,50,79.684563
-50.0,50,79.93192
-50.0,50,80.175744
-50.0,50,80.400372
-50.0,50,80.618434
-49.0,50,80.837324
-50.0,50,81.079422
-50.0,50,81.311095
-50.0,50,81.534819
-49.0,50,81.764591
-50.0,50,82.016635
-49.0,50,82.263376
-50.0,50,82.574216
-49.0,50,82.976558
-47.0,50,83.296425
-50.0,50,83.605799
-48.0,50,83.827246
-50.0,50,84.044672
-50.0,50,84.304322
-50.0,50,84.553429
-50.0,50,84.799475
-45.0,50,85.052848
-50.0,50,85.295861
-50.0,50,85.604265
-50.0,50,85.857923
-50.0,50,86.126214
-50.0,50,86.456332
-50.0,50,86.849734
-50.0,50,87.138284
-45.0,50,87.403859
-50.0,50,87.802663
-50.0,50,88.221276
-50.0,50,88.512362
-50.0,50,88.816176
-50.0,50,89.131569
-50.0,50,89.473129
-45.0,50,89.794348
-50.0,50,90.083113
-50.0,50,90.352665
-50.0,50,90.594649
-50.0,50,90.832579
-50.0,50,91.057087
-50.0,50,91.303497
-50.0,50,91.538374
-50.0,50,91.761925
-43.0,50,92.001947
-50.0,50,92.24447
-50.0,50,92.4577
-50.0,50,92.684003
-50.0,50,92.902558
-49.0,50,93.124429
-50.0,50,93.380703
-50.0,50,93.644162
-50.0,50,93.882741
-50.0,50,94.112234
-50.0,50,94.369476
-50.0,50,94.691132
-38.0,50,95.096426
-50.0,50,95.501109
-50.0,50,95.883818
-50.0,50,96.266723
-50.0,50,96.669484
-49.0,50,97.056948
-50.0,50,97.458183
-50.0,50,97.851744
-50.0,50,98.252195
-50.0,50,98.663701
-50.0,50,99.041075
-50.0,50,99.398868
-50.0,50,99.750791
-50.0,50,100.108585
-47.0,50,100.486451
-50.0,50,100.904745
-50.0,50,101.314414
-50.0,50,101.666065
-50.0,50,102.026761
-50.0,50,102.38161
-50.0,50,102.741073
-50.0,50,103.195437
-50.0,50,103.5911
-50.0,50,104.039802
-50.0,50,104.492715
-44.0,50,104.903503
-50.0,50,105.369946
-50.0,50,105.820349
-50.0,50,106.239607
-50.0,50,106.70114
-50.0,50,107.112289
-44.0,50,107.508445
-50.0,50,107.928824
-50.0,50,108.249611
-50.0,50,108.581132
-50.0,50,108.889874
-50.0,50,109.21306
-50.0,50,109.518833
-50.0,50,109.773092
-47.0,50,110.015242
-50.0,50,110.335092
-50.0,50,110.569287
-50.0,50,110.813803
-50.0,50,111.04758
-50.0,50,111.273321
-50.0,50,111.515637
-47.0,50,111.777737
-50.0,50,112.009013
-49.0,50,112.263989
-50.0,50,112.680938
-50.0,50,113.013534
-50.0,50,113.364996
-50.0,50,113.741759
-50.0,50,114.129294
-48.0,50,114.473235
-50.0,50,114.875139
-50.0,50,115.222794
-50.0,50,115.662288
-50.0,50,116.109232
-50.0,50,116.540165
-50.0,50,116.971552
-50.0,50,117.405049
-50.0,50,117.851283
-50.0,50,118.296385
-50.0,50,118.794186
-50.0,50,119.135529
-50.0,50,119.38233
-50.0,50,119.614188
-50.0,50,119.882309
-47.0,50,120.132443
-50.0,50,120.401537
-50.0,50,120.655286
-50.0,50,120.910096
-50.0,50,121.17995
-50.0,50,121.444504
-50.0,50,121.696188
-50.0,50,121.979999
-50.0,50,122.229621
-47.0,50,122.489482
-50.0,50,122.730661
-50.0,50,122.979697
-50.0,50,123.203831
-50.0,50,123.440861
-50.0,50,123.674751
-50.0,50,123.928592
-50.0,50,124.21227
-50.0,50,124.474362
-50.0,50,124.736319
-50.0,50,124.956256
-49.0,50,125.19058
-50.0,50,125.42275
-50.0,50,125.659278
-49.0,50,125.899948
-49.0,50,126.145279
-50.0,50,126.37348
-50.0,50,126.598266
-50.0,50,126.835733
-50.0,50,127.079735
-50.0,50,127.324351
-50.0,50,127.562697
-50.0,50,127.827325
-50.0,50,128.063525
-50.0,50,128.316987
-50.0,50,128.553969
-50.0,50,128.796679
-49.0,50,129.027681
-50.0,50,129.261375
-50.0,50,129.545486
-50.0,50,129.789621
-50.0,50,130.041582
-50.0,50,130.278357
-50.0,50,130.52028
-43.0,50,130.743804
-50.0,50,130.998947
-50.0,50,131.239408
-50.0,50,131.475374
-50.0,50,131.709971
-50.0,50,131.996396
-50.0,50,132.233378
-50.0,50,132.463509
-50.0,50,132.70249
-50.0,50,132.945394
-50.0,50,133.180147
-50.0,50,133.4193
-48.0,50,133.649764
-50.0,50,133.87408
-50.0,50,134.106793
-50.0,50,134.339051
-50.0,50,134.555766
-50.0,50,134.786602
-50.0,50,135.021714
-50.0,50,135.280954
-50.0,50,135.541236
-50.0,50,135.795948
-50.0,50,136.028087
-50.0,50,136.256958
-50.0,50,136.489201
-50.0,50,136.723045
-50.0,50,136.945149
-50.0,50,137.180383
-50.0,50,137.407369
-50.0,50,137.666104
-50.0,50,137.921077
-50.0,50,138.168454
-49.0,50,138.39637
-50.0,50,138.621666
-50.0,50,138.849287
-50.0,50,139.091434
-50.0,50,139.432219
-50.0,50,139.823498
-50.0,50,140.183597
-50.0,50,140.568299
-50.0,50,140.902347
-50.0,50,141.203842
-50.0,50,141.457926
-50.0,50,141.725135
-50.0,50,141.985601
-49.0,50,142.245595
-50.0,50,142.478118
-50.0,50,142.74075
-50.0,50,142.995624
-50.0,50,143.254166
-50.0,50,143.532681
-50.0,50,143.768635
-50.0,50,144.020048
-50.0,50,144.260287
-50.0,50,144.526149
-50.0,50,144.85003
-47.0,50,145.155095
-50.0,50,145.465451
-49.0,50,145.753532
-49.0,50,146.054186
-50.0,50,146.4373
-50.0,50,146.81315
-50.0,50,147.133195
-50.0,50,147.454404
-50.0,50,147.738161
-50.0,50,148.041449
-50.0,50,148.327612
-50.0,50,148.621091
-50.0,50,148.904602
-50.0,50,149.143505
-50.0,50,149.386235
-48.0,50,149.607896
-49.0,50,149.883565
-50.0,50,150.178171
-50.0,50,150.442099
-50.0,50,150.679507
-50.0,50,150.924038
-50.0,50,151.470561
-50.0,50,152.017926
-50.0,50,152.396662
-50.0,50,152.744532
-48.0,50,153.080766
-50.0,50,153.462269
-50.0,50,153.834489
-50.0,50,154.247939
-50.0,50,154.655439
-50.0,50,155.085312
-50.0,50,155.513141
-48.0,50,155.802994
-50.0,50,156.072213
-50.0,50,156.341027
-50.0,50,156.599347
-50.0,50,156.918372
-50.0,50,157.204572
-50.0,50,157.485435
-50.0,50,157.835936
-48.0,50,158.222934
-50.0,50,158.643214
-50.0,50,159.098629
-50.0,50,159.453614
-38.0,50,159.7577
-50.0,50,160.059365
-48.0,50,160.297351
-42.0,50,160.521599
-50.0,50,160.76089
-50.0,50,160.995802
-50.0,50,161.233459
-50.0,50,161.540742
-50.0,50,161.880044
-50.0,50,162.136463
-50.0,50,162.38961
-50.0,50,162.640294
-50.0,50,162.91323
-50.0,50,163.181903
-50.0,50,163.427604
-50.0,50,163.76991
-50.0,50,164.025039
-43.0,50,164.298822
-50.0,50,164.560719
-50.0,50,164.812962
-50.0,50,165.070153
-50.0,50,165.345465
-50.0,50,165.644144
-50.0,50,166.023139
-50.0,50,166.463703
-50.0,50,166.839136
