#{"t_start": 1656427676.0299044, "env_id": "PandaGraspDepthDense-v1"}
r,l,t
-0.332785,4,3.872289
-0.344687,4,7.247951
-0.461909,4,10.56767
-1.15847,15,19.669605
-0.69234,9,24.977688
-0.329365,4,27.496463
-0.575966,5,30.402104
-0.322213,4,33.507251
-0.516106,4,35.884878
-0.319303,4,38.704938
-0.319976,4,42.279591
-0.435975,4,45.629421
-0.468841,4,48.045223
-0.3367,4,51.384943
-0.512301,4,53.806579
-0.352921,4,56.705633
-3.029098,35,77.902425
-0.518784,4,80.352979
-0.390971,4,82.618808
-0.413434,4,85.365653
-0.496845,4,87.86262
-0.413489,4,90.12466
-0.396416,4,92.721509
-0.460808,4,95.199221
-0.345429,4,97.846
-0.485934,5,101.564628
-0.374499,4,104.227934
-0.461733,5,107.751143
-3.134895,48,139.668957
-0.409073,4,141.952099
-0.342061,4,144.241599
-0.338144,4,146.565254
-0.349028,4,149.028353
-0.322582,4,151.325664
-0.347242,4,153.644405
-0.421283,4,156.271302
-0.339473,4,159.036278
-0.375229,4,161.810715
-0.495983,5,165.758097
-0.3656,4,168.384801
-7.794054,50,203.321355
-0.333501,4,205.704039
-0.374271,4,208.085503
-0.396924,4,210.643486
-0.355085,4,213.353361
-0.367353,4,215.715439
-0.37021,4,218.924109
-0.367486,4,222.136125
-0.313339,4,224.527141
-4.123758,50,258.682888
-0.338227,4,261.189533
-0.335721,4,263.639222
-0.385997,4,266.013616
