#{"t_start": 1656352892.469784, "env_id": "PandaGraspDepthDense-v1"}
r,l,t
-13.38565,50,0.748722
-15.533021,50,1.561699
-6.71579,50,2.225057
-6.459918,50,2.82792
-11.390965,50,3.460847
-9.221078,50,3.906221
-14.382702,50,4.53022
-12.712825,50,4.964063
-9.984893,50,5.485631
-5.310643,50,6.206207
-5.993017,50,6.851036
-12.912358,50,7.232362
-13.022454,50,7.702523
-14.317275,50,8.202995
-7.604519,50,8.908778
-6.877308,50,9.609942
-15.26436,50,10.172915
-10.63591,50,10.636277
-9.307764,50,11.057119
-8.206119,50,11.763738
-7.840158,50,12.270011
-6.894948,50,12.807633
-10.248619,50,13.378391
-11.902936,50,14.050313
-13.833643,50,14.457876
-9.722245,50,14.921838
-7.154295,50,15.302746
-13.089619,50,15.668371
-6.78776,50,16.066022
-10.73118,50,16.466278
-7.077503,50,16.806041
-11.032479,50,17.198363
-16.216373,50,17.597233
-9.474293,50,17.98604
-6.775482,50,18.676287
-7.7106,50,19.286886
-15.248438,50,19.727046
-9.837721,50,20.159477
-11.384258,50,20.700098
-6.814742,50,21.182479
-10.441718,50,21.886406
-6.87551,50,22.43786
-10.038268,50,23.140479
-9.499921,50,23.651872
-10.181308,50,24.24481
-15.563984,50,25.046317
-6.307835,50,25.697518
-12.255682,50,26.400439
-8.865095,50,26.960963
-17.017022,50,27.558435
-2.76165,23,27.771594
-10.572257,50,28.346773
-7.882511,50,29.063895
-12.735739,50,29.65252
-12.530967,50,30.341889
-6.04698,50,31.034362
-7.987537,50,31.490089
-13.546325,50,32.030307
-8.713662,50,32.657351
-14.528813,50,33.316074
-14.925148,50,33.960397
-9.242602,50,34.745218
-10.447362,50,35.533924
-8.638657,50,35.87803
-8.001175,50,36.449486
-7.926767,50,36.971263
-11.631881,50,37.62139
-8.639231,50,38.20049
-12.434669,50,38.633687
-14.04479,50,39.137058
-8.138518,50,39.667948
-12.540262,50,40.093417
-12.34648,50,48.57534
-34.397428,50,49.116177
-27.806124,50,56.869479
-0.368032,4,56.905122
-17.967191,50,57.569727
-16.670574,50,66.851631
-32.171217,50,67.650673
-40.775936,50,75.162969
-48.105508,50,75.680862
-45.249775,50,83.069016
-31.093482,50,83.44391
-24.461546,50,91.948389
-16.498468,50,92.40341
-19.4837,50,102.10409
-42.188332,50,102.5478
-38.203722,50,111.117935
-29.236855,50,111.570478
-27.061841,50,118.457988
-22.076835,50,118.980856
-25.813337,50,128.501578
-13.63679,50,129.303529
-21.719358,50,136.360074
-20.578483,50,137.036746
-20.301979,50,144.764964
-30.365615,50,145.253911
-23.009189,50,152.325975
-20.861198,50,153.304564
-14.092467,50,161.441978
-16.418113,50,161.772115
-20.735135,50,168.703712
