#{"t_start": 1655664747.6542442, "env_id": "PandaGraspDepthDense-v1"}
r,l,t
-8.015986,50,5.034269
-8.117879,50,10.797156
-11.80385,50,16.612566
-9.221828,50,21.607435
-7.773355,50,27.778725
-10.736973,50,32.993349
-25.700066,50,45.226727
-21.612941,50,51.162385
-40.849299,50,63.538045
-45.321503,50,69.203189
-31.860657,50,82.704936
-32.664739,50,88.509907
-26.664299,50,100.631299
-25.134344,50,105.437845
-28.705468,50,118.034467
-30.145297,50,123.2228
-10.673666,50,135.751079
-10.716477,50,141.39479
-28.939597,50,154.964737
-27.545123,50,161.028117
-13.60418,50,175.187647
-9.369989,50,180.571509
-42.145233,50,193.429077
-37.675452,50,199.970208
-28.795997,50,213.234065
-29.050453,50,217.888512
-37.225273,50,229.719445
-35.821593,50,234.089743
-12.339016,50,247.03441
-15.16769,50,252.360358
-23.335051,50,266.000092
-29.566396,50,271.385534
-11.956394,50,285.040673
-12.670127,50,290.255974
-3.16816,50,304.247249
-16.429133,50,310.719311
-17.657766,50,324.65232
-19.522012,50,330.249094
-12.824765,50,343.8129
-7.968957,50,349.743322
-18.41038,50,362.332624
-17.960308,50,367.838273
-4.697852,50,380.99395
-10.506971,50,386.458722
-16.873869,50,398.719551
-13.35588,50,404.497275
-14.982849,50,418.120642
-13.591439,50,424.24104
-14.301117,50,436.640322
-8.976508,50,442.43935
-3.687139,50,456.318975
-11.773098,50,462.390465
-16.481328,50,475.790344
-12.885791,50,481.335541
-12.056705,50,494.914322
-18.268935,50,499.995728
-1.706114,50,513.217835
-15.394157,50,519.435
-19.391352,50,533.118163
-26.274894,50,539.565147
-10.733566,50,553.32262
-11.77753,50,559.742468
-12.019608,50,571.75149
-11.766482,50,577.085073
-14.818875,50,590.459331
-9.561186,50,595.596838
-3.356273,50,608.011384
-10.287454,50,612.91555
-6.86539,50,625.931289
-9.123887,50,630.683313
-10.066438,50,643.477569
-15.581331,50,649.590363
-16.247211,50,662.044976
-11.482126,50,667.176017
-9.568595,50,680.097441
-6.539848,50,686.053233
-7.237626,50,698.483768
-8.565001,50,703.45145
-17.182349,50,717.359417
-15.744248,50,723.563422
-14.952161,50,735.500822
-13.781378,50,740.654906
-16.001324,50,753.144478
-9.653154,50,759.552529
-14.43818,50,771.917316
-16.39791,50,777.228637
-9.783673,50,789.698958
-6.369713,50,795.409149
-16.624624,50,808.72987
-8.098604,50,813.898573
-11.316802,50,826.440743
-4.6623,50,832.415761
-3.071753,50,846.073125
-8.25288,50,851.566879
-2.779905,50,863.965901
-9.796439,50,869.083913
-5.961964,50,881.305228
-10.232211,50,886.413761
-12.010607,50,899.382107
-11.833595,50,905.184963
-11.137847,50,918.029066
-7.552272,50,924.449481
-14.305829,50,936.978417
-15.561925,50,942.605557
-8.665566,50,956.323549
-12.195307,50,962.89021
-9.379047,50,975.90323
-4.497305,50,982.471981
-13.661538,50,995.776189
-5.784838,50,1002.392767
-5.297756,50,1015.363571
-6.443319,50,1021.778644
-9.017117,50,1034.6362
-3.368541,50,1040.531848
-9.487152,50,1054.112813
-10.670417,50,1059.743135
-12.408695,50,1073.195533
-11.512271,50,1078.665773
-11.428121,50,1092.454803
-10.777121,50,1097.552675
-11.340118,50,1110.455914
-4.860737,50,1115.60077
-9.036259,50,1129.124499
-9.231504,50,1134.367063
-4.395716,50,1146.401566
-4.715132,50,1151.232055
-8.545314,50,1163.896127
-3.996531,50,1169.853113
-5.433894,50,1182.439971
-6.422392,50,1188.672
-9.174242,50,1201.83131
-11.855565,50,1207.976903
-4.717963,50,1221.622994
-7.354764,50,1227.973767
-4.717557,50,1240.807513
-5.130383,50,1245.678001
-11.996427,50,1257.597957
-8.684094,50,1263.279276
-9.590061,50,1275.377657
-10.523502,50,1281.389143
-10.298634,50,1294.691289
-5.103302,50,1299.860824
-14.65295,50,1313.183325
-7.631508,50,1318.702743
-11.488627,50,1332.309084
-6.769512,50,1338.848516
-8.029126,50,1351.803737
-1.987697,50,1357.60861
-8.146544,50,1370.723181
-3.288198,50,1376.895843
-8.615763,50,1389.118539
-7.766213,50,1394.796574
-5.146502,50,1407.616033
-8.44314,50,1412.189779
-6.252224,50,1425.581784
-4.066678,50,1432.049406
-9.643675,50,1444.78886
-3.16077,50,1450.702541
-6.766613,50,1465.110574
-5.852431,50,1472.030903
-8.048186,50,1485.493787
-11.296053,50,1491.282172
-6.957065,50,1504.009391
-7.604587,50,1509.998678
-3.287445,35,1521.720084
-11.864665,50,1527.582048
-3.056795,50,1539.851887
