#{"t_start": 1656183297.5965822, "env_id": "PandaReachDepthDense-v1"}
r,l,t
-4.594084,50,5.124074
-4.105765,50,9.765523
-11.679043,50,15.04373
-7.115812,50,18.951479
-6.084316,50,23.38805
-5.707912,50,27.709109
-5.631796,50,32.071149
-7.163335,50,36.897221
-8.915754,50,41.981952
-7.708431,50,46.707662
-6.439825,50,51.92779
-11.141414,50,57.053545
-9.569727,50,61.632707
-8.52484,50,65.883774
-17.84641,50,77.557071
-17.006591,50,81.286105
-43.510602,50,92.594274
-40.093227,50,97.149873
-36.25606,50,109.566121
-41.82868,50,114.046781
-37.369949,50,125.492894
-47.848997,50,130.359642
-23.118737,50,142.439244
-27.307832,50,146.346926
-24.470609,50,158.257863
-18.752276,50,162.15175
-36.17698,50,173.314194
-36.077884,50,177.521203
-24.871869,50,188.999928
-30.894079,50,192.642033
-15.894945,50,204.401105
-15.77147,50,208.730026
-36.931892,50,221.351516
-44.57494,50,225.345407
-42.131856,50,237.003111
-46.242117,50,241.109136
-4.98414,50,253.497946
-13.372307,50,258.112597
-36.621776,50,269.841655
-39.568089,50,274.595116
-32.869776,50,287.063766
-32.534846,50,292.331855
-37.797237,50,304.891632
-24.40112,50,309.609185
-29.90925,50,322.52654
-31.323203,50,327.096122
-15.633934,50,339.924517
-24.28882,50,344.110793
-8.777656,50,355.763043
-10.127357,50,359.504537
-26.405427,50,371.178041
-32.291057,50,374.974228
-44.120594,50,386.656281
-44.358466,50,390.898936
-35.482544,50,403.012877
-33.304125,50,407.324642
-13.688259,50,420.001622
-16.154005,50,424.02607
-32.190553,50,436.014224
-31.480596,50,439.612583
-43.122405,50,450.790006
-51.02195,50,455.530502
-16.491787,50,468.268259
-24.916533,50,472.728125
-31.313119,50,485.560579
-38.918841,50,490.039209
-18.890144,50,502.643664
-24.168357,50,507.305707
-20.702139,50,520.664996
-21.739907,50,525.239302
-21.078237,50,537.606427
-32.426836,50,542.157865
-42.829541,50,553.842523
-37.526949,50,557.889527
-21.650507,50,569.101786
-16.653341,50,573.238394
-41.141982,50,584.868298
-39.857489,50,588.960231
-17.373793,50,600.268093
-18.20577,50,604.220511
-31.766563,50,615.48041
-22.921041,50,619.239032
-7.476436,50,629.933326
-11.288013,50,633.62041
-20.320352,50,644.634587
-17.531222,50,649.128333
-41.868741,50,661.366245
-40.358759,50,665.816535
-45.44877,50,678.041889
-48.582063,50,683.25722
-23.939203,50,694.88319
-19.574265,50,699.284393
-46.160238,50,712.357031
-50.16365,50,717.418377
-18.766776,50,730.182897
-17.975015,50,734.484715
-34.720068,50,746.605204
-34.166245,50,751.346432
-22.882399,50,763.795743
-24.931823,50,768.212214
-23.953435,50,780.863144
-28.418454,50,785.322016
-15.587606,50,798.369853
-23.930604,50,803.17714
-39.422572,50,816.278474
-50.256695,50,821.121277
-31.101057,50,834.320139
-24.861296,50,839.120558
-25.582803,50,851.537347
-21.599267,50,855.989061
-27.586115,50,869.150966
-29.437768,50,874.283557
-36.496869,50,885.967121
-32.50327,50,889.958003
-41.838193,50,903.22368
-33.365615,50,907.412387
-26.810539,50,918.849146
-24.963547,50,922.756677
-38.275807,50,934.205812
-40.58118,50,938.671968
-26.383313,50,951.032782
-31.848359,50,955.585087
-21.876748,50,967.564262
-37.230968,50,971.937849
-37.040862,50,983.381263
-30.930207,50,987.649799
-19.192455,50,1000.054743
-19.155999,50,1004.496268
-20.109079,50,1017.176907
-17.242649,50,1021.805699
-43.248805,50,1034.102229
-45.371799,50,1038.379304
-13.079768,50,1051.189034
-13.943863,50,1055.808217
