#{"t_start": 1658261190.2642343, "env_id": "PandaPickAndPlaceDepthDense-v1"}
r,l,t
-68.89701,50,3.430737
-66.110024,50,3.970013
-62.83195,50,4.425141
-65.546493,50,4.88924
-55.709555,50,5.345297
-65.760192,50,5.803351
-66.973741,50,6.256439
-72.926531,50,6.710088
-65.187152,50,7.163188
-53.055008,50,7.614051
-55.866999,50,8.066426
-65.457337,50,8.519813
-63.502522,50,8.975094
-59.921023,50,9.428175
-57.663448,50,10.203304
-63.719931,50,10.857729
-59.402665,50,11.310685
-55.159334,50,11.802552
-61.709608,50,12.260649
-73.227776,50,12.728567
-57.551409,50,13.407899
-55.071508,50,13.872436
-65.304027,50,14.353387
-60.872536,50,14.912362
-68.457037,50,15.539354
-61.683456,50,16.750965
-50.931095,50,18.379023
-45.331912,50,19.904856
-46.941005,50,21.595851
-58.736199,50,22.609886
-41.430323,50,24.105398
-45.549146,50,25.462792
-42.354429,50,26.628876
-50.573853,50,27.751264
-58.193962,50,28.987768
-36.099187,50,30.246779
-38.924283,50,31.840634
-57.254243,50,33.635762
-35.877236,50,34.922833
-42.805503,50,36.169581
-60.157116,50,37.508606
-58.20042,50,39.156277
-46.503442,50,40.573493
-45.42302,50,42.34484
-54.272554,50,44.456414
-42.318403,50,45.722969
-55.933501,50,47.528154
-41.918555,50,49.140555
-43.642177,50,50.645108
-39.007674,50,51.895998
-43.915174,50,53.149178
-44.038877,50,55.036779
-43.529164,50,56.627132
-50.279109,50,57.840488
-35.348521,50,59.180676
-40.54684,50,61.062807
-42.72133,50,62.701928
-53.019845,50,64.695166
-41.726736,50,65.923766
-39.76618,50,67.188191
-55.755357,50,68.350471
-45.744244,50,69.658601
-50.299275,50,71.483605
-40.79053,50,73.692165
-40.586799,50,75.478879
-44.925484,50,77.779857
-45.150827,50,79.110726
-36.348087,50,80.38106
-44.19897,50,81.780481
-48.353848,50,83.242161
-42.104369,50,85.148344
-47.249218,50,86.741424
-37.897349,50,87.96159
-40.053896,50,89.690562
-40.886195,50,91.893253
-43.447974,50,93.406192
-40.327457,50,94.699936
-41.264555,50,95.992521
-45.97951,50,97.348007
-50.355087,50,98.719313
-45.815888,50,100.704373
-40.80271,50,102.125981
-37.961626,50,103.353056
-36.363183,50,104.898565
-35.644683,50,106.700703
-44.876586,50,108.011267
-33.840069,50,109.327931
-51.830132,50,110.621055
-39.675281,50,111.934994
-48.07237,50,113.241862
-37.583707,50,115.487878
-47.933986,50,117.519691
-43.862775,50,119.112965
-39.042416,50,120.437087
-40.982552,50,121.778802
-36.566983,50,123.288244
-43.110771,50,125.04749
-39.467746,50,126.911534
-38.202787,50,128.682267
-36.245351,50,129.916656
-40.150834,50,131.402505
-35.217551,50,132.867761
-35.101726,50,134.409225
-43.627945,50,135.844661
-38.366869,50,137.326487
-51.321041,50,139.047935
-36.33268,50,140.484982
-33.403648,50,141.773087
-41.964056,50,143.016274
-38.556406,50,144.738848
-45.072602,50,146.271984
-45.934907,50,147.538099
-42.956253,50,149.218684
-39.775506,50,150.955547
-35.068265,50,152.650224
-44.63026,50,154.438419
-34.963066,50,155.84185
-45.172981,50,157.849871
-35.577383,50,159.334194
-47.375628,50,160.951451
-35.476979,50,162.923168
-40.97968,50,164.661611
-38.826609,50,166.004178
-37.215716,50,167.338989
-48.374862,50,168.855924
-38.687645,50,170.154431
-32.434861,50,172.027281
-44.920158,50,173.606024
-36.196636,50,176.043653
-34.273829,50,177.926236
-31.126338,50,179.852079
-37.457505,50,181.380747
-40.897531,50,182.703437
-37.089983,50,184.593288
-41.546222,50,186.169102
-28.596759,50,188.044292
-46.184972,50,189.727489
-36.221223,50,191.509608
-36.910006,50,193.643017
-41.852378,50,195.501969
-46.810395,50,196.900881
-29.981779,50,198.433062
-42.576037,50,200.526986
-38.720593,50,202.297323
-40.130833,50,203.679176
-37.989548,50,205.072827
-42.793764,50,206.541419
-42.311066,50,207.900775
-39.544116,50,209.864605
-38.638788,50,211.81869
-41.406824,50,213.357527
-46.025171,50,215.168936
-31.128497,50,216.529627
-45.670715,50,218.135391
-39.900654,50,219.440813
-39.953301,50,221.058881
-42.682287,50,222.430876
-47.630496,50,223.774528
-39.001529,50,225.918511
-30.076973,50,227.849333
-31.540489,50,230.100457
-42.720301,50,231.429632
-41.944216,50,232.775862
-39.009685,50,234.141343
-37.547141,50,235.521632
-37.256447,50,237.016716
-34.149085,50,238.377117
-39.602276,50,239.761451
-42.019074,50,241.081459
-43.371594,50,242.444998
-44.73524,50,244.137365
-35.036626,50,245.645417
-36.748802,50,247.284548
-41.644656,50,248.839052
-42.267162,50,250.960378
-31.856534,50,253.12887
-29.223904,50,255.103997
-30.168652,50,256.873422
-37.949915,50,259.063033
-38.86289,50,260.420266
-30.433585,50,262.656507
-36.973187,50,264.432341
-41.963399,50,266.559591
-42.422216,50,268.586485
-29.083166,50,270.381303
-39.799291,50,271.856558
-37.176373,50,274.027448
-35.060913,50,275.435198
-35.603213,50,277.602343
-34.967573,50,279.047412
-39.661277,50,280.456294
-32.5605,50,282.640264
-35.396168,50,284.238811
-40.718945,50,285.681523
-34.738898,50,287.616504
-40.133581,50,289.638083
-45.305108,50,291.457919
-41.413485,50,293.549823
-41.77497,50,295.792313
-29.922523,50,298.078924
-32.882497,50,299.564415
-35.407639,50,300.984516
-31.325483,50,302.380266
-35.784258,50,304.321198
-28.63808,50,306.828686
-39.674728,50,308.914402
-34.499527,50,311.020079
-34.868374,50,312.576768
-39.379855,50,314.634753
-42.525795,50,316.627322
-35.293809,50,318.24729
-32.065515,50,320.05501
-39.580044,50,322.39929
-37.925029,50,323.971717
-44.895519,50,325.857614
-34.350043,50,327.970799
-44.916366,50,329.889782
-41.813629,50,331.935431
-42.11464,50,333.442973
-31.720234,50,335.38604
-43.935618,50,337.286722
-39.097761,50,339.225857
-36.663577,50,341.482737
-41.236454,50,343.002885
-26.714227,50,344.478877
-34.015823,50,346.135375
-37.934686,50,347.650573
-46.862357,50,349.259752
-46.695336,50,350.664449
-41.212911,50,352.422258
-28.819242,50,354.309536
-35.313795,50,355.646289
-39.701371,50,357.448192
-39.442693,50,358.822835
-35.794499,50,360.248576
-35.299899,50,361.728127
-39.445109,50,363.102575
-32.720143,50,365.406527
-33.828344,50,367.779701
-46.30032,50,369.542356
-39.685586,50,371.47924
-29.126324,50,372.916986
-30.651397,50,374.403245
-42.154222,50,376.174261
-43.055828,50,377.550394
-39.540216,50,378.954119
-39.869572,50,380.331365
-30.836576,50,381.70023
-40.491411,50,383.300843
-31.881842,50,385.49697
-47.614966,50,387.497338
-38.46162,50,389.43041
-44.813379,50,390.844328
-40.021814,50,392.576136
-29.903843,50,394.506768
-45.423685,50,396.185449
-37.422837,50,397.564374
-40.899933,50,398.887559
-31.423737,50,400.324096
-45.097024,50,401.735481
-38.866675,50,404.07819
-29.448233,50,405.804156
-28.017419,50,407.399088
-42.597472,50,408.77511
-42.563866,50,410.189217
-38.624501,50,411.593786
-45.435584,50,413.025301
-47.18347,50,414.46133
-30.24658,50,416.383149
-46.757514,50,418.344864
-33.854736,50,419.783266
-46.574156,50,421.312462
-44.888183,50,423.371369
-41.670509,50,425.082396
-46.892196,50,426.555163
-46.793478,50,428.474365
-28.559049,50,429.980561
-27.004327,50,432.234144
-41.590965,50,434.282078
-40.235432,50,436.345411
-41.662107,50,438.155042
-38.508759,50,440.093265
-35.037202,50,441.534934
-35.078362,50,442.990701
-33.002074,50,444.603729
-30.284725,50,446.06847
-31.677006,50,447.815362
-35.747267,50,449.824238
-34.877372,50,451.916484
-43.236352,50,454.369965
-31.330061,50,456.28335
-41.670128,50,458.014262
-39.071832,50,460.251074
-43.560398,50,461.962357
-33.476687,50,464.276453
-37.165108,50,466.951039
-39.131524,50,469.193434
-39.844643,50,470.689513
-46.56375,50,472.434116
-42.92115,50,473.898178
-41.052543,50,475.325872
-43.123507,50,476.8879
-44.124848,50,478.827142
-38.793278,50,480.366937
-35.582377,50,481.961142
-43.20036,50,483.933249
-28.746455,50,485.99689
-28.337341,50,487.5822
-51.819294,50,489.327365
-41.250807,50,490.740499
-41.680034,50,492.199191
-31.180209,50,493.625922
-32.979839,50,495.115101
-35.947226,50,496.830443
-42.256413,50,498.594231
-38.497756,50,500.421733
-36.365867,50,502.137849
-37.447444,50,504.01276
-42.839433,50,505.987824
-28.073822,50,507.675877
-42.183015,50,509.24846
-31.446535,50,511.27214
-39.25768,50,513.407376
-41.223389,50,515.377519
-43.245706,50,517.08983
-44.221307,50,519.365696
-38.641484,50,520.737364
-41.558855,50,522.099568
-37.052028,50,523.604958
-36.916617,50,525.140664
-30.656082,50,527.172677
-31.791621,50,528.969923
-35.591564,50,530.437207
-32.318064,50,532.14395
-33.413274,50,533.892287
-26.764357,50,535.542212
-32.21662,50,537.280471
-43.59849,50,539.023185
-38.0521,50,541.07746
-34.529524,50,542.884715
-31.528872,50,544.630823
-42.712031,50,546.888575
-33.948601,50,548.625408
-41.658636,50,550.541287
-40.646756,50,552.050576
-40.944839,50,553.899753
-39.458321,50,555.922474
