#{"t_start": 1656628072.0606828, "env_id": "PandaReachDepthDense-v1"}
r,l,t
-7.119556,50,0.348068
-7.364188,50,0.747879
-13.291482,50,1.129427
-12.838292,50,1.493139
-11.314236,50,1.82546
-14.781082,50,2.152591
-12.314663,50,2.48553
-15.676103,50,2.79341
-11.634645,50,3.106855
-6.994575,50,3.415819
-11.520444,50,3.729492
-9.764081,50,4.185472
-9.781226,50,4.655638
-7.309959,50,5.051434
-14.535384,50,5.541052
-10.786367,50,6.055304
-8.447667,50,6.538497
-7.513428,50,7.00503
-8.072832,50,7.485043
-8.916494,50,7.960263
-9.18068,50,8.656478
-11.790692,50,9.192939
-15.080169,50,9.65445
-13.302291,50,10.014132
-12.909775,50,10.345931
-9.826429,50,10.68122
-15.946885,50,11.008821
-8.545623,50,11.341902
-12.677515,50,11.904453
-9.980284,50,12.269311
-4.648233,50,12.637244
-14.036038,50,13.009231
-16.285778,50,13.352394
-5.375575,50,13.696293
-12.486499,50,14.074677
-16.665002,50,14.44949
-12.260488,50,14.781315
-10.698422,50,15.108417
-11.652108,50,15.453348
-6.07364,50,15.803117
-6.917479,50,16.147917
-10.448436,50,16.517142
-20.703221,50,16.854945
-11.80017,50,17.208406
-6.736935,50,17.547009
-5.596673,50,17.937761
-16.046324,50,18.257319
-13.289957,50,18.774369
-19.461375,50,19.262032
-8.168491,50,19.753081
-10.693221,50,20.230456
-11.342954,50,20.694591
-4.522602,50,21.222584
-15.956971,50,21.736032
-12.972138,50,22.248183
-16.475498,50,22.752902
-14.135804,50,23.131509
-8.505631,50,23.482174
-7.611438,50,23.812566
-13.642347,50,24.230796
-8.276284,50,24.743537
-12.66774,50,25.225489
-16.610578,50,25.6891
-20.874431,50,26.160579
-12.449466,50,26.660959
-13.957601,50,27.174453
-19.484192,50,27.641564
-16.717138,50,28.120178
-11.651978,50,28.596103
-7.748538,50,29.106171
-13.695864,50,29.592133
-14.847382,50,30.074215
-14.975449,50,30.518019
-15.732117,50,31.004497
-14.585941,50,31.525862
-12.591501,50,32.031297
-13.597748,50,32.522934
-12.842086,50,33.020462
-13.274812,50,33.490014
